word,valence,arousal,dominance
lovely,7.55,3.95,6.38
exotic,7.55,6.9,5.65
cute,7.56,5.05,6.02
excellent,7.56,5.15,7.22
confident,7.56,4.62,7.04
energetic,7.57,6.1,5.81
positive,7.57,5.5,7.26
gorgeous,7.57,4.92,7.05
smiley,7.58,5.09,7.27
luxurious,7.58,4.73,6.62
kitten,7.58,3.19,6.67
funny,7.59,5.38,6.33
incredible,7.59,6.35,7.74
amusing,7.6,5.18,6.79
intelligent,7.6,5.67,6.77
romantic,7.61,5.12,6.45
beautiful,7.61,5.71,6.17
bliss,7.62,4.13,6.36
playful,7.63,5.89,6.81
inexpensive,7.63,4.74,5.72
enjoyable,7.63,4.77,7.0
intellectual,7.65,4.53,6.56
pleasing,7.65,5.2,6.15
motherly,7.67,3.74,5.08
comfortable,7.67,2.38,6.89
honorable,7.68,4.78,6.58
new,7.68,5.14,5.22
musical,7.68,5.63,5.43
safe,7.7,3.14,7.21
harmonious,7.7,4.25,6.81
amazing,7.72,6.05,6.83
smart,7.73,3.81,6.81
delighted,7.74,5.0,6.22
pleasurable,7.75,6.33,6.76
healthy,7.76,4.19,7.0
successful,7.76,5.08,7.71
thankful,7.76,4.52,6.55
sweet,7.77,4.14,6.12
kind,7.78,3.19,7.62
golden,7.79,4.25,5.67
excite,7.79,6.61,5.79
hilarious,7.8,6.11,6.32
humorous,7.81,5.33,6.8
friendly,7.84,4.27,7.6
fabulous,7.84,5.15,7.25
puppy,7.85,5.84,6.24
awesome,7.86,6.05,7.11
good,7.89,3.66,6.41
compassionate,7.95,4.73,6.86
talented,7.95,4.55,6.14
exciting,7.95,6.95,7.21
faithful,7.95,4.48,7.29
sunny,7.95,5.38,5.11
knowledgeable,7.95,4.65,7.19
entertaining,8.0,5.28,6.45
cheerful,8.0,5.76,7.32
peaceful,8.0,4.38,6.84
courageous,8.05,5.5,7.38
honest,8.16,4.0,6.7
joyful,8.21,5.53,7.05
magical,8.23,5.88,5.3
free,8.25,5.38,6.5
lovable,8.26,5.41,6.83
fantastic,8.36,6.4,7.21
happy,8.47,6.05,7.21
